city,winter_year,expected_days,recorded_days,missing_calendar_days,valid_temperature_days,valid_snowfall_days,derived_temperature_days,temperature_pass,snowfall_pass,cold_days_pass,mean_temp,snowfall_total_cm,snow_days,days_below_m20,exclusion_reasons,baseline_mean_temp,baseline_n_winters,baseline_start_winter,baseline_end_winter,baseline_complete,baseline_status,temp_anomaly,winter_label,winter_start,winter_end,temperature_coverage_pct,snowfall_coverage_pct,derived_temperature_share_pct,quality_method,oni_djf,roni_djf,enso_class_oni,strong_el_nino_oni,enso_class_roni,strong_el_nino_roni,enso_index,enso_value,enso_class,strong_el_nino,temp_detrended_residual,city_name,region,latitude_approx,included_in_proposal,included_in_repo_study
london,1993,90,71,19,71,71,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-4.079378907,29,1991,2020,False,partial_available_winter_average,,1992-93,1992-12-01,1993-02-28,78.88888889,78.88888889,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.6,Neutral,False,El Nino,False,ONI,0.1,Neutral,False,,London,Southwest,43.03,False,False
london,1994,90,89,1,89,89,0,True,False,False,-7.637078652,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-4.079378907,29,1991,2020,False,partial_available_winter_average,-3.557699744,1993-94,1993-12-01,1994-02-28,98.88888889,98.88888889,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.3,Neutral,False,Neutral,False,ONI,0.1,Neutral,False,-3.268466356,London,Southwest,43.03,False,False
london,1995,90,90,0,90,90,0,True,True,True,-3.556666667,116.6,19,1,,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.5227122406,1994-95,1994-12-01,1995-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,1.2,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,0.7849113524,London,Southwest,43.03,False,False
london,1996,91,91,0,91,91,0,True,True,True,-6.035164835,90.5,26,9,,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.955785928,1995-96,1995-12-01,1996-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-1.720621092,London,Southwest,43.03,False,False
london,1997,90,90,0,90,90,0,True,True,True,-3.535555556,127.2,33,2,,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.5438233517,1996-97,1996-12-01,1997-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.2,Neutral,False,Neutral,False,ONI,-0.4,Neutral,False,0.7519539111,London,Southwest,43.03,False,False
london,1998,90,90,0,90,90,0,True,True,True,-1.275555556,68.6,21,0,,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.803823352,1997-98,1997-12-01,1998-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.2,2.1,El Nino,True,El Nino,True,ONI,2.2,El Nino,True,2.984919635,London,Southwest,43.03,False,False
london,1999,90,90,0,90,90,0,True,True,True,-2.683333333,125.7,24,4,,-4.079378907,29,1991,2020,False,partial_available_winter_average,1.396045574,1998-99,1998-12-01,1999-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.6,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,1.550107581,London,Southwest,43.03,False,False
london,2000,91,91,0,91,91,0,True,True,True,-3.49010989,106.7,32,3,,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.5892690172,1999-00,1999-12-01,2000-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.5,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,0.7162967479,London,Southwest,43.03,False,False
london,2001,90,90,0,90,90,0,True,True,True,-5.653333333,203.5,41,2,,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.573954426,2000-01,2000-12-01,2001-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-0.8,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-1.473960972,London,Southwest,43.03,False,False
london,2002,90,90,0,90,90,0,True,True,True,-0.91,106.4,27,0,,-4.079378907,29,1991,2020,False,partial_available_winter_average,3.169378907,2001-02,2001-12-01,2002-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.2,Neutral,False,Neutral,False,ONI,-0.1,Neutral,False,3.242338086,London,Southwest,43.03,False,False
london,2003,90,90,0,90,90,0,True,True,True,-6.452222222,229.7,48,6,,-4.079378907,29,1991,2020,False,partial_available_winter_average,-2.372843315,2002-03,2002-12-01,2003-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,0.9,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,-2.326918413,London,Southwest,43.03,False,False
london,2004,91,91,0,91,0,0,True,False,True,-5.030769231,,,7,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-0.9513903235,2003-04,2003-12-01,2004-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.3,0.2,Neutral,False,Neutral,False,ONI,0.3,Neutral,False,-0.9324996976,London,Southwest,43.03,False,False
london,2005,90,90,0,90,0,0,True,False,True,-5.14,,,10,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.060621093,2004-05,2004-12-01,2005-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.5,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,-1.068764743,London,Southwest,43.03,False,False
london,2006,90,90,0,90,0,0,True,False,True,-2.736666667,,,0,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,1.342712241,2005-06,2005-12-01,2006-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,1.307534314,London,Southwest,43.03,False,False
london,2007,90,90,0,90,0,0,True,False,True,-3.402222222,,,1,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.6771566851,2006-07,2006-12-01,2007-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.6,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,0.6149444822,London,Southwest,43.03,False,False
london,2008,91,91,0,91,0,0,True,False,True,-3.851648352,,,1,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.2277305556,2007-08,2007-12-01,2008-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.8,-1.7,La Nina,False,La Nina,False,ONI,-1.8,La Nina,False,0.1384840766,London,Southwest,43.03,False,False
london,2009,90,90,0,90,0,0,True,False,True,-5.703333333,,,6,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.623954426,2008-09,2008-12-01,2009-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-1,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-1.740235181,London,Southwest,43.03,False,False
london,2010,90,90,0,90,0,0,True,False,True,-4.264444444,,,2,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-0.1850655372,2009-10,2009-12-01,2010-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.5,1.4,El Nino,True,El Nino,False,ONI,1.5,El Nino,True,-0.3283805686,London,Southwest,43.03,False,False
london,2011,90,90,0,90,0,0,True,False,True,-6.334444444,,,3,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-2.255065537,2010-11,2010-12-01,2011-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.3,-1.4,La Nina,False,La Nina,False,ONI,-1.3,La Nina,False,-2.425414845,London,Southwest,43.03,False,False
london,2012,91,91,0,91,0,0,True,False,True,-1.189010989,,,1,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.890367918,2011-12,2011-12-01,2012-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-0.8,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,2.692984334,London,Southwest,43.03,False,False
london,2013,90,90,0,90,0,0,True,False,True,-2.826666667,,,0,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,1.252712241,2012-13,2012-12-01,2013-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.5,Neutral,False,La Nina,False,ONI,-0.2,Neutral,False,1.02829438,London,Southwest,43.03,False,False
london,2014,90,90,0,90,0,0,True,False,True,-8.082222222,,,17,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-4.002843315,2013-14,2013-12-01,2014-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.4,Neutral,False,Neutral,False,ONI,-0.2,Neutral,False,-4.254295451,London,Southwest,43.03,False,False
london,2015,90,90,0,90,0,0,True,False,True,-7.412222222,,,17,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-3.332843315,2014-15,2014-12-01,2015-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.5,El Nino,False,El Nino,False,ONI,0.7,El Nino,False,-3.611329727,London,Southwest,43.03,False,False
london,2016,91,91,0,91,0,0,True,False,True,-1.297802198,,,2,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.781576709,2015-16,2015-12-01,2016-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.5,2.1,El Nino,True,El Nino,True,ONI,2.5,El Nino,True,2.476056021,London,Southwest,43.03,False,False
london,2017,90,90,0,89,0,0,True,False,False,-1.75505618,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.324322728,2016-17,2016-12-01,2017-02-28,98.88888889,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.6,Neutral,False,La Nina,False,ONI,-0.1,Neutral,False,1.991767763,London,Southwest,43.03,False,False
london,2018,90,90,0,90,0,0,True,False,True,-5.108888889,,,8,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.029509982,2017-18,2017-12-01,2018-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-1.1,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,-1.389099223,London,Southwest,43.03,False,False
london,2019,90,90,0,90,0,0,True,False,True,-4.095555556,,,9,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-0.01617664827,2018-19,2018-12-01,2019-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1,0.7,El Nino,False,El Nino,False,ONI,1,El Nino,False,-0.4028001657,London,Southwest,43.03,False,False
london,2020,91,91,0,91,0,0,True,False,True,-1.848351648,,,0,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.231027259,2019-20,2019-12-01,2020-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.1,El Nino,False,Neutral,False,ONI,0.7,El Nino,False,1.817369465,London,Southwest,43.03,False,False
london,2021,90,90,0,90,0,0,True,False,True,-3.452222222,,,2,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,0.6271566851,2020-21,2020-12-01,2021-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1,-1.3,La Nina,False,La Nina,False,ONI,-1,La Nina,False,0.1864646152,London,Southwest,43.03,False,False
london,2022,90,90,0,90,0,0,True,False,True,-4.321111111,,,6,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-0.2417322038,2021-22,2021-12-01,2022-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-1.2,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-0.7094585499,London,Southwest,43.03,False,False
london,2023,90,89,1,89,0,0,True,False,False,-1.203370787,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-4.079378907,29,1991,2020,False,partial_available_winter_average,2.876008121,2022-23,2022-12-01,2023-02-28,98.88888889,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-0.9,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,2.381247498,London,Southwest,43.03,False,False
london,2024,91,91,0,91,0,0,True,False,True,-0.1912087912,,,0,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,3.888170116,2023-24,2023-12-01,2024-02-29,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.8,1.1,El Nino,True,El Nino,False,ONI,1.8,El Nino,True,3.366375218,London,Southwest,43.03,False,False
london,2025,90,90,0,90,0,0,True,False,True,-4.828888889,,,2,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-0.7495099816,2024-25,2024-12-01,2025-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-1.1,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,-1.298339156,London,Southwest,43.03,False,False
london,2026,90,90,0,90,0,0,True,False,True,-6.015555556,,,7,snow_metrics:incomplete_daily_snowfall,-4.079378907,29,1991,2020,False,partial_available_winter_average,-1.936176648,2025-26,2025-12-01,2026-02-28,100,0,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.9,Neutral,False,La Nina,False,ONI,-0.4,Neutral,False,-2.512040099,London,Southwest,43.03,False,False
ottawa,1982,90,90,0,90,90,0,True,True,True,-9.943333333,134.7,26,19,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-2.120080495,1981-82,1981-12-01,1982-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0,0.1,Neutral,False,Neutral,False,ONI,0,Neutral,False,-1.479177661,Ottawa,East,45.32,True,True
ottawa,1983,90,90,0,90,90,0,True,True,True,-6.262222222,85.2,20,14,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.561030616,1982-83,1982-12-01,1983-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.1,2.4,El Nino,True,El Nino,True,ONI,2.1,El Nino,True,2.175343678,Ottawa,East,45.32,True,True
ottawa,1984,91,91,0,91,91,0,True,True,True,-8.649450549,180.1,27,21,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.826197711,1983-84,1983-12-01,1984-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.6,-0.6,La Nina,False,La Nina,False,ONI,-0.6,La Nina,False,-0.2384744216,Ottawa,East,45.32,True,True
ottawa,1985,90,90,0,90,90,0,True,True,True,-8.668888889,168.1,33,14,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.8456360505,1984-85,1984-12-01,1985-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1,-0.8,La Nina,False,La Nina,False,ONI,-1,La Nina,False,-0.2845025334,Ottawa,East,45.32,True,True
ottawa,1986,90,90,0,90,90,0,True,True,True,-9.462222222,113.8,29,20,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.638969384,1985-86,1985-12-01,1986-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.3,Neutral,False,Neutral,False,ONI,-0.4,Neutral,False,-1.104425639,Ottawa,East,45.32,True,True
ottawa,1987,90,90,0,90,90,0,True,True,True,-7.81,115.4,22,14,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.01325283843,1986-87,1986-12-01,1987-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.2,1.5,El Nino,False,El Nino,True,ONI,1.2,El Nino,False,0.5212068107,Ottawa,East,45.32,True,True
ottawa,1988,91,91,0,91,91,0,True,True,True,-7.415384615,158.6,35,16,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.407868223,1987-88,1987-12-01,1988-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.5,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,0.8892324229,Ottawa,East,45.32,True,True
ottawa,1989,90,90,0,90,90,0,True,True,True,-8.566666667,129.8,30,17,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.7434138282,1988-89,1988-12-01,1989-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.6,-1.6,La Nina,False,La Nina,False,ONI,-1.6,La Nina,False,-0.2886394007,Ottawa,East,45.32,True,True
ottawa,1990,90,90,0,90,90,0,True,True,True,-9.478888889,168.6,34,22,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.65563605,1989-90,1989-12-01,1990-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.2,0.3,Neutral,False,Neutral,False,ONI,0.2,Neutral,False,-1.227451395,Ottawa,East,45.32,True,True
ottawa,1991,90,90,0,90,90,0,True,True,True,-7.434444444,153.4,29,13,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.388808394,1990-91,1990-12-01,1991-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.4,0.6,Neutral,False,El Nino,False,ONI,0.4,Neutral,False,0.7904032767,Ottawa,East,45.32,True,True
ottawa,1992,91,91,0,91,91,0,True,True,True,-9.68021978,191.8,31,19,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.856966942,1991-92,1991-12-01,1992-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.5,2.1,El Nino,True,El Nino,True,ONI,1.5,El Nino,True,-1.481961831,Ottawa,East,45.32,True,True
ottawa,1993,90,74,16,74,74,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,,1992-93,1992-12-01,1993-02-28,82.22222222,82.22222222,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.6,Neutral,False,El Nino,False,ONI,0.1,Neutral,False,,Ottawa,East,45.32,True,True
ottawa,1994,90,82,8,82,82,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,,1993-94,1993-12-01,1994-02-28,91.11111111,91.11111111,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.3,Neutral,False,Neutral,False,ONI,0.1,Neutral,False,,Ottawa,East,45.32,True,True
ottawa,1995,90,90,0,90,90,0,True,True,True,-7.183333333,124.4,28,13,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.6399195051,1994-95,1994-12-01,1995-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,1.2,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,0.9351552983,Ottawa,East,45.32,True,True
ottawa,1996,91,91,0,91,91,0,True,True,True,-10.06923077,161,29,23,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-2.245977931,1995-96,1995-12-01,1996-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-1.97733191,Ottawa,East,45.32,True,True
ottawa,1997,90,90,0,90,90,0,True,True,True,-7.49,197.4,40,18,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.3332528384,1996-97,1996-12-01,1997-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.2,Neutral,False,Neutral,False,ONI,-0.4,Neutral,False,0.5753090868,Ottawa,East,45.32,True,True
ottawa,1998,90,90,0,90,90,0,True,True,True,-6.07,122.2,24,5,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.753252838,1997-98,1997-12-01,1998-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.2,2.1,El Nino,True,El Nino,True,ONI,2.2,El Nino,True,1.968719314,Ottawa,East,45.32,True,True
ottawa,1999,90,90,0,90,90,0,True,True,True,-6.385555556,138.2,31,12,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.437697283,1998-99,1998-12-01,1999-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.6,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,1.626573987,Ottawa,East,45.32,True,True
ottawa,2000,91,91,0,91,91,0,True,True,True,-7.223076923,136.6,30,16,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.6001759154,1999-00,1999-12-01,2000-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.5,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,0.7624628466,Ottawa,East,45.32,True,True
ottawa,2001,90,90,0,90,90,0,True,True,True,-9.528888889,216.6,38,13,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.70563605,2000-01,2000-12-01,2001-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-0.8,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-1.569938892,Ottawa,East,45.32,True,True
ottawa,2002,90,90,0,90,90,0,True,True,True,-4.004444444,121.2,21,1,,-7.823252838,28,1991,2020,False,partial_available_winter_average,3.818808394,2001-02,2001-12-01,2002-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.2,Neutral,False,Neutral,False,ONI,-0.1,Neutral,False,3.92791578,Ottawa,East,45.32,True,True
ottawa,2003,90,90,0,90,90,0,True,True,True,-10.30111111,114.6,25,26,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-2.477858273,2002-03,2002-12-01,2003-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,0.9,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,-2.395340659,Ottawa,East,45.32,True,True
ottawa,2004,91,91,0,91,91,0,True,True,True,-9.664835165,124.6,28,19,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.841582326,2003-04,2003-12-01,2004-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.3,0.2,Neutral,False,Neutral,False,ONI,0.3,Neutral,False,-1.785654485,Ottawa,East,45.32,True,True
ottawa,2005,90,90,0,90,90,0,True,True,True,-9.096666667,144.5,31,15,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.273413828,2004-05,2004-12-01,2005-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.5,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,-1.244075759,Ottawa,East,45.32,True,True
